hcp_id,hcp_name,specialty,segment,territory,region,total_prescriptions,total_units_dispensed,average_monthly_prescriptions,active_months,product_breadth,total_calls,total_samples_received,average_call_duration,called_product_breadth,last_call_date,prescriptions_per_call,days_since_last_call,no_call_flag,recent_3m_units,previous_3m_units,recent_growth_pct
H0363,Dr. HCP_0363,Oncologist,B,West-1,West,72,3115,7.2,10,5,14,61,16.0,5,2026-02-04,5.14,55,0,976,961,1.56
H0364,Dr. HCP_0364,Pulmonologist,B,West-1,West,33,1217,3.3,10,4,5,17,24.6,3,2026-03-15,6.6,16,0,290,396,-26.77
H0365,Dr. HCP_0365,Oncologist,C,West-1,West,14,548,1.4,7,5,16,83,18.56,5,2026-03-08,0.88,23,0,110,357,-69.19
H0366,Dr. HCP_0366,Oncologist,B,East-2,East,28,1111,2.8,10,5,7,33,16.57,4,2026-03-28,4.0,3,0,329,456,-27.85
H0367,Dr. HCP_0367,Pulmonologist,C,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,
H0368,Dr. HCP_0368,Cardiologist,C,West-2,West,32,1295,3.2,9,5,23,80,21.57,5,2026-03-24,1.39,7,0,388,535,-27.48
H0369,Dr. HCP_0369,Cardiologist,A,North-2,North,130,5326,13.0,10,5,14,55,20.43,5,2026-03-12,9.29,19,0,1232,1451,-15.09
H0370,Dr. HCP_0370,General Physician,A,North-2,North,128,5097,12.8,10,5,21,100,20.43,5,2026-03-27,6.1,4,0,1439,1537,-6.38
H0371,Dr. HCP_0371,Neurologist,A,South-1,South,106,4006,10.6,10,5,13,51,19.62,5,2026-02-21,8.15,38,0,1337,1143,16.97
H0372,Dr. HCP_0372,Neurologist,A,Central-2,Central,59,2479,5.9,10,4,7,28,19.43,4,2026-03-30,8.43,1,0,954,593,60.88
H0373,Dr. HCP_0373,Oncologist,A,North-2,North,191,8475,19.1,10,5,22,103,17.64,5,2026-03-27,8.68,4,0,2189,2720,-19.52
H0374,Dr. HCP_0374,General Physician,B,West-1,West,60,2320,6.0,10,5,17,60,21.35,5,2026-03-18,3.53,13,0,690,866,-20.32
H0375,Dr. HCP_0375,Neurologist,A,East-1,East,9,333,0.9,7,2,0,0,0.0,0,,,304,1,136,129,5.43
H0376,Dr. HCP_0376,Cardiologist,B,East-2,East,47,1746,4.7,10,5,19,74,18.84,5,2026-03-20,2.47,11,0,500,634,-21.14
H0377,Dr. HCP_0377,General Physician,C,South-1,South,61,2474,6.1,10,5,46,173,18.43,5,2026-03-25,1.33,6,0,916,462,98.27
H0378,Dr. HCP_0378,Cardiologist,A,South-2,South,150,6232,15.0,10,5,21,63,18.33,5,2026-03-04,7.14,27,0,2098,1587,32.2
H0379,Dr. HCP_0379,Pulmonologist,C,Central-1,Central,80,3269,8.0,10,5,46,207,22.63,5,2026-03-28,1.74,3,0,1076,803,34.0
H0380,Dr. HCP_0380,Neurologist,B,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,
H0381,Dr. HCP_0381,Neurologist,A,West-1,West,77,3050,7.7,10,4,10,50,22.9,4,2026-03-23,7.7,8,0,1053,1058,-0.47
H0382,Dr. HCP_0382,General Physician,B,Central-2,Central,34,1275,3.4,10,4,7,27,17.43,3,2025-12-21,4.86,100,0,263,607,-56.67
H0383,Dr. HCP_0383,Endocrinologist,B,North-1,North,96,3950,9.6,10,5,31,128,17.77,5,2026-03-30,3.1,1,0,1151,1199,-4.0
H0384,Dr. HCP_0384,Pulmonologist,C,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,
H0385,Dr. HCP_0385,Endocrinologist,C,North-1,North,80,3114,8.0,10,5,58,198,18.84,5,2026-03-31,1.38,0,0,1374,833,64.95
H0386,Dr. HCP_0386,General Physician,C,Central-2,Central,31,1406,3.1,10,4,17,96,18.18,5,2026-03-18,1.82,13,0,575,295,94.92
H0387,Dr. HCP_0387,Endocrinologist,B,North-2,North,122,5194,12.2,10,5,30,116,18.4,5,2026-03-08,4.07,23,0,1747,1580,10.57
H0388,Dr. HCP_0388,General Physician,A,North-2,North,92,3502,9.2,10,5,15,57,21.2,5,2026-03-15,6.13,16,0,743,1611,-53.88
H0389,Dr. HCP_0389,Oncologist,C,West-1,West,23,1048,2.3,9,5,23,89,21.87,5,2026-03-22,1.0,9,0,342,280,22.14
H0390,Dr. HCP_0390,Endocrinologist,C,East-2,East,20,747,2.0,8,5,21,63,19.38,5,2026-03-30,0.95,1,0,212,331,-35.95
H0391,Dr. HCP_0391,General Physician,C,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,
H0392,Dr. HCP_0392,Neurologist,B,Central-2,Central,55,2444,5.5,10,5,14,56,17.86,5,2026-03-29,3.93,2,0,874,852,2.58
H0393,Dr. HCP_0393,Endocrinologist,B,North-1,North,102,4316,10.2,10,5,32,123,18.38,5,2026-03-24,3.19,7,0,1186,1338,-11.36
H0394,Dr. HCP_0394,Cardiologist,C,Central-2,Central,34,1447,3.4,10,4,23,102,21.09,5,2026-03-17,1.48,14,0,389,364,6.87
H0395,Dr. HCP_0395,Oncologist,B,East-1,East,3,114,0.3,3,2,0,0,0.0,0,,,304,1,35,42,-16.67
H0396,Dr. HCP_0396,Neurologist,C,West-2,West,33,1264,3.3,9,5,19,66,19.53,5,2026-03-14,1.74,17,0,443,281,57.65
H0397,Dr. HCP_0397,Pulmonologist,C,West-1,West,36,1471,3.6,10,5,29,103,20.76,5,2026-03-08,1.24,23,0,442,365,21.1
H0398,Dr. HCP_0398,Cardiologist,B,Central-1,Central,124,4627,12.4,10,5,29,108,24.45,5,2026-03-30,4.28,1,0,1418,1086,30.57
H0399,Dr. HCP_0399,Cardiologist,C,West-1,West,24,971,2.4,10,5,20,89,20.35,5,2026-03-20,1.2,11,0,317,226,40.27
H0400,Dr. HCP_0400,Oncologist,C,Central-2,Central,22,886,2.2,9,5,13,52,20.92,4,2026-03-09,1.69,22,0,376,306,22.88
H0401,Dr. HCP_0401,Endocrinologist,A,North-1,North,107,4072,10.7,10,5,15,76,21.67,4,2026-03-07,7.13,24,0,1397,1307,6.89
H0402,Dr. HCP_0402,Cardiologist,C,Central-2,Central,19,861,1.9,8,5,24,80,23.54,5,2026-01-26,0.79,64,0,294,468,-37.18
H0403,Dr. HCP_0403,Pulmonologist,B,South-2,South,216,8259,21.6,10,5,52,186,18.48,5,2026-03-27,4.15,4,0,3486,2243,55.42
H0404,Dr. HCP_0404,Pulmonologist,C,South-1,South,48,1879,4.8,10,5,38,130,20.11,5,2026-03-28,1.26,3,0,487,668,-27.1
H0405,Dr. HCP_0405,Cardiologist,B,East-2,East,36,1405,3.6,10,5,13,66,17.31,5,2026-03-26,2.77,5,0,584,441,32.43
H0406,Dr. HCP_0406,General Physician,C,West-2,West,28,1232,2.8,9,5,17,49,19.53,5,2026-03-27,1.65,4,0,520,386,34.72
H0407,Dr. HCP_0407,Endocrinologist,B,South-1,South,89,3573,8.9,10,5,38,204,19.63,5,2026-03-31,2.34,0,0,756,1096,-31.02
H0408,Dr. HCP_0408,General Physician,A,Central-1,Central,101,3702,10.1,10,5,14,41,18.64,5,2026-03-25,7.21,6,0,999,1250,-20.08
H0409,Dr. HCP_0409,Neurologist,C,Central-1,Central,52,2121,5.2,10,5,49,211,19.57,5,2026-03-26,1.06,5,0,881,528,66.86
H0410,Dr. HCP_0410,Oncologist,A,North-2,North,157,6494,15.7,10,5,20,81,23.15,5,2026-03-30,7.85,1,0,1615,2058,-21.53
H0411,Dr. HCP_0411,Cardiologist,B,West-1,West,83,3627,8.3,10,5,14,56,17.86,5,2026-02-05,5.93,54,0,1132,958,18.16
H0412,Dr. HCP_0412,Pulmonologist,C,North-2,North,84,3311,8.4,10,5,65,228,20.49,5,2026-03-24,1.29,7,0,1103,614,79.64
H0413,Dr. HCP_0413,Oncologist,C,Central-2,Central,22,906,2.2,10,5,18,68,18.06,5,2026-03-08,1.22,23,0,233,534,-56.37
H0414,Dr. HCP_0414,Cardiologist,B,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,
H0415,Dr. HCP_0415,Pulmonologist,B,North-1,North,104,4069,10.4,10,5,29,113,22.93,5,2026-03-16,3.59,15,0,763,1646,-53.65
H0416,Dr. HCP_0416,Oncologist,B,Central-2,Central,38,1531,3.8,10,5,11,36,17.09,5,2026-03-07,3.45,24,0,272,620,-56.13
H0417,Dr. HCP_0417,Oncologist,B,North-2,North,127,5512,12.7,10,5,38,136,20.47,5,2026-03-22,3.34,9,0,1995,1147,73.93
H0418,Dr. HCP_0418,Oncologist,B,South-2,South,125,4987,12.5,10,5,29,114,20.59,5,2026-03-30,4.31,1,0,1462,1415,3.32
H0419,Dr. HCP_0419,Cardiologist,B,Central-1,Central,102,4068,10.2,10,5,29,99,18.66,5,2026-03-26,3.52,5,0,1158,1051,10.18
H0420,Dr. HCP_0420,General Physician,C,East-1,East,8,347,0.8,7,2,0,0,0.0,0,,,304,1,78,85,-8.24
H0421,Dr. HCP_0421,Pulmonologist,C,South-2,South,105,4498,10.5,10,5,72,326,18.1,5,2026-03-24,1.46,7,0,1301,1180,10.25
H0422,Dr. HCP_0422,Neurologist,C,North-2,North,61,2669,6.1,10,5,44,169,20.02,5,2026-03-29,1.39,2,0,933,682,36.8
H0423,Dr. HCP_0423,Neurologist,A,Central-1,Central,116,4677,11.6,10,5,17,78,20.12,5,2026-01-25,6.82,65,0,1568,1209,29.69
H0424,Dr. HCP_0424,Pulmonologist,B,East-2,East,47,1842,4.7,10,5,14,52,21.43,5,2026-02-21,3.36,38,0,625,347,80.12
H0425,Dr. HCP_0425,Cardiologist,A,South-2,South,141,5556,14.1,10,5,25,95,20.88,5,2026-03-26,5.64,5,0,1527,1938,-21.21
H0426,Dr. HCP_0426,Endocrinologist,B,East-1,East,2,66,0.2,2,1,0,0,0.0,0,,,304,1,25,0,
H0427,Dr. HCP_0427,Endocrinologist,B,Central-2,Central,44,1853,4.4,10,5,14,63,21.86,5,2026-03-29,3.14,2,0,882,449,96.44
H0428,Dr. HCP_0428,General Physician,C,South-1,South,69,2657,6.9,10,5,34,148,19.76,5,2026-03-26,2.03,5,0,605,927,-34.74
H0429,Dr. HCP_0429,Neurologist,B,West-2,West,54,2287,5.4,10,5,15,67,19.93,5,2026-03-25,3.6,6,0,648,860,-24.65
H0430,Dr. HCP_0430,General Physician,A,Central-2,Central,31,1144,3.1,10,2,3,8,18.33,2,2026-01-30,10.33,60,0,299,426,-29.81
H0431,Dr. HCP_0431,Endocrinologist,A,East-2,East,75,3003,7.5,10,5,8,30,19.25,4,2026-03-24,9.38,7,0,1030,670,53.73
H0432,Dr. HCP_0432,Oncologist,C,North-2,North,93,3789,9.3,10,5,54,225,19.91,5,2026-03-31,1.72,0,0,1560,789,97.72
H0433,Dr. HCP_0433,Pulmonologist,B,East-1,East,9,376,0.9,7,2,0,0,0.0,0,,,304,1,175,81,116.05
H0434,Dr. HCP_0434,Neurologist,A,East-2,East,20,704,2.0,10,4,4,16,23.75,3,2026-01-22,5.0,68,0,209,265,-21.13
H0435,Dr. HCP_0435,Oncologist,A,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,
H0436,Dr. HCP_0436,Cardiologist,C,North-1,North,50,1889,5.0,10,5,54,223,18.15,5,2026-03-30,0.93,1,0,476,614,-22.48
H0437,Dr. HCP_0437,Cardiologist,A,East-1,East,5,235,0.5,5,1,0,0,0.0,0,,,304,1,78,100,-22.0
H0438,Dr. HCP_0438,Neurologist,C,Central-2,Central,30,1279,3.0,9,5,17,62,17.65,5,2026-02-05,1.76,54,0,343,430,-20.23
H0439,Dr. HCP_0439,Neurologist,C,West-2,West,26,1017,2.6,10,4,19,79,24.42,5,2026-03-17,1.37,14,0,391,241,62.24
H0440,Dr. HCP_0440,Neurologist,A,West-2,West,16,604,1.6,9,3,4,7,16.5,3,2026-03-12,4.0,19,0,191,174,9.77
H0441,Dr. HCP_0441,Neurologist,A,East-2,East,27,986,2.7,10,2,2,6,10.0,1,2026-03-13,13.5,18,0,247,289,-14.53
H0442,Dr. HCP_0442,Endocrinologist,C,Central-1,Central,50,2015,5.0,10,5,53,161,21.51,5,2026-03-30,0.94,1,0,547,636,-13.99
H0443,Dr. HCP_0443,Cardiologist,B,West-2,West,75,2814,7.5,10,5,18,60,20.06,5,2026-03-14,4.17,17,0,621,1036,-40.06
H0444,Dr. HCP_0444,Neurologist,B,North-2,North,155,5758,15.5,10,5,43,175,22.33,5,2026-03-23,3.6,8,0,1771,1579,12.16
H0445,Dr. HCP_0445,Endocrinologist,C,North-1,North,117,4597,11.7,10,5,59,253,22.25,5,2026-03-24,1.98,7,0,1116,1574,-29.1
H0446,Dr. HCP_0446,Neurologist,C,West-2,West,23,909,2.3,8,5,21,84,20.71,5,2026-03-29,1.1,2,0,212,113,87.61
H0447,Dr. HCP_0447,Pulmonologist,C,East-2,East,48,1874,4.8,10,5,23,68,22.7,5,2026-03-29,2.09,2,0,818,517,58.22
H0448,Dr. HCP_0448,Oncologist,C,West-1,West,18,771,1.8,9,4,19,59,19.79,4,2026-03-28,0.95,3,0,352,141,149.65
H0449,Dr. HCP_0449,Cardiologist,B,Central-2,Central,65,2670,6.5,10,5,19,66,18.47,5,2026-03-30,3.42,1,0,572,963,-40.6
H0450,Dr. HCP_0450,Pulmonologist,A,North-2,North,137,5464,13.7,10,5,22,79,22.0,5,2026-03-31,6.23,0,0,1996,1849,7.95
H0451,Dr. HCP_0451,General Physician,C,Central-1,Central,55,2201,5.5,10,5,49,169,19.59,5,2026-03-29,1.12,2,0,545,868,-37.21
H0452,Dr. HCP_0452,Pulmonologist,B,East-1,East,2,68,0.2,2,1,0,0,0.0,0,,,304,1,40,0,
H0453,Dr. HCP_0453,Cardiologist,B,East-2,East,56,2549,5.6,10,4,12,50,16.92,4,2026-03-07,4.67,24,0,872,694,25.65
H0454,Dr. HCP_0454,Pulmonologist,C,East-2,East,29,1096,2.9,9,4,18,76,19.11,5,2026-03-10,1.61,21,0,247,268,-7.84
H0455,Dr. HCP_0455,Neurologist,A,South-1,South,54,2117,5.4,10,5,10,51,20.6,5,2026-03-30,5.4,1,0,530,581,-8.78
H0456,Dr. HCP_0456,Neurologist,B,East-1,East,7,304,0.7,2,3,0,0,0.0,0,,,304,1,59,0,
H0457,Dr. HCP_0457,Endocrinologist,A,East-2,East,53,2206,5.3,10,5,8,43,19.38,5,2026-01-25,6.63,65,0,687,561,22.46
H0458,Dr. HCP_0458,Neurologist,B,West-1,West,53,1953,5.3,10,5,11,39,19.64,5,2026-02-25,4.82,34,0,729,631,15.53
H0459,Dr. HCP_0459,Pulmonologist,A,North-1,North,184,7937,18.4,10,5,16,62,22.31,5,2026-03-27,11.5,4,0,2343,2574,-8.97
H0460,Dr. HCP_0460,Endocrinologist,A,South-1,South,108,4348,10.8,10,5,14,44,22.43,5,2026-03-30,7.71,1,0,1208,1669,-27.62
H0461,Dr. HCP_0461,Endocrinologist,A,West-2,West,22,840,2.2,9,3,4,15,22.25,2,2026-03-26,5.5,5,0,259,205,26.34
H0462,Dr. HCP_0462,Endocrinologist,B,South-1,South,70,2707,7.0,10,5,21,84,19.24,5,2026-03-27,3.33,4,0,847,824,2.79
H0463,Dr. HCP_0463,Cardiologist,C,East-1,East,4,185,0.4,3,2,0,0,0.0,0,,,304,1,75,110,-31.82
H0464,Dr. HCP_0464,Neurologist,B,East-2,East,48,2176,4.8,10,4,12,50,21.25,5,2026-03-25,4.0,6,0,403,863,-53.3
H0465,Dr. HCP_0465,Oncologist,C,Central-2,Central,19,766,1.9,10,4,14,54,17.64,5,2026-03-04,1.36,27,0,272,206,32.04
H0466,Dr. HCP_0466,Endocrinologist,B,South-1,South,82,3225,8.2,10,5,26,115,22.92,5,2026-03-20,3.15,11,0,982,1143,-14.09
H0467,Dr. HCP_0467,Cardiologist,B,West-2,West,71,2823,7.1,10,5,18,78,21.56,5,2026-03-28,3.94,3,0,672,886,-24.15
H0468,Dr. HCP_0468,General Physician,C,East-2,East,24,1026,2.4,10,4,18,65,19.78,5,2026-03-19,1.33,12,0,401,256,56.64
H0469,Dr. HCP_0469,Neurologist,B,West-2,West,35,1407,3.5,10,5,12,44,16.67,5,2026-03-26,2.92,5,0,440,482,-8.71
H0470,Dr. HCP_0470,Endocrinologist,C,West-2,West,41,1499,4.1,10,5,26,100,19.54,5,2026-02-27,1.58,32,0,517,442,16.97
H0471,Dr. HCP_0471,Oncologist,A,East-1,East,12,497,1.2,9,3,0,0,0.0,0,,,304,1,143,213,-32.86
H0472,Dr. HCP_0472,General Physician,C,East-2,East,18,702,1.8,8,5,17,84,18.47,5,2026-03-19,1.06,12,0,318,41,675.61
H0473,Dr. HCP_0473,Pulmonologist,A,West-2,West,30,1386,3.0,9,4,7,30,21.57,3,2026-02-15,4.29,44,0,748,277,170.04
H0474,Dr. HCP_0474,Neurologist,C,Central-1,Central,52,2016,5.2,10,5,41,153,20.37,5,2026-03-31,1.27,0,0,901,635,41.89
H0475,Dr. HCP_0475,Endocrinologist,B,South-1,South,71,2858,7.1,10,5,25,134,19.28,5,2026-03-27,2.84,4,0,856,946,-9.51
H0476,Dr. HCP_0476,Cardiologist,C,East-1,East,8,379,0.8,7,2,0,0,0.0,0,,,304,1,165,89,85.39
H0477,Dr. HCP_0477,Neurologist,A,East-2,East,62,2551,6.2,10,4,5,24,24.8,3,2026-03-17,12.4,14,0,1005,623,61.32
H0478,Dr. HCP_0478,Cardiologist,B,Central-1,Central,148,6008,14.8,10,5,32,112,18.09,5,2026-03-25,4.63,6,0,1431,1895,-24.49
H0479,Dr. HCP_0479,Endocrinologist,C,North-2,North,63,2553,6.3,10,5,55,221,18.45,5,2026-03-22,1.15,9,0,833,603,38.14
H0480,Dr. HCP_0480,Neurologist,B,West-2,West,49,1865,4.9,10,5,14,50,21.71,5,2026-03-20,3.5,11,0,532,739,-28.01
H0481,Dr. HCP_0481,Cardiologist,B,West-1,West,56,2434,5.6,10,5,20,58,19.4,5,2026-03-31,2.8,0,0,566,895,-36.76
H0482,Dr. HCP_0482,Pulmonologist,B,West-2,West,91,3419,9.1,10,5,18,60,18.67,5,2026-03-23,5.06,8,0,940,801,17.35
H0483,Dr. HCP_0483,Cardiologist,B,West-1,West,57,2068,5.7,10,4,15,50,18.73,5,2026-03-20,3.8,11,0,639,632,1.11
H0484,Dr. HCP_0484,Pulmonologist,B,Central-1,Central,116,4870,11.6,10,5,30,114,19.6,5,2026-03-27,3.87,4,0,1892,1342,40.98
H0485,Dr. HCP_0485,Cardiologist,B,West-1,West,35,1489,3.5,10,5,9,36,23.44,4,2026-01-25,3.89,65,0,527,268,96.64
H0486,Dr. HCP_0486,Cardiologist,C,South-2,South,138,5747,13.8,10,5,88,297,19.84,5,2026-03-29,1.57,2,0,1646,1815,-9.31
H0487,Dr. HCP_0487,General Physician,A,North-2,North,97,4140,9.7,10,5,24,117,20.63,5,2026-03-30,4.04,1,0,1001,1379,-27.41
H0488,Dr. HCP_0488,Endocrinologist,B,South-1,South,66,2526,6.6,10,5,22,105,24.23,5,2026-03-30,3.0,1,0,936,832,12.5
H0489,Dr. HCP_0489,Oncologist,C,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,
H0490,Dr. HCP_0490,Oncologist,C,West-2,West,58,2351,5.8,10,5,27,126,19.0,5,2026-03-26,2.15,5,0,818,547,49.54
H0491,Dr. HCP_0491,Cardiologist,B,North-2,North,110,4425,11.0,10,5,38,146,16.97,5,2026-03-19,2.89,12,0,1343,1476,-9.01
H0492,Dr. HCP_0492,Endocrinologist,B,South-2,South,213,8284,21.3,10,5,51,204,20.75,5,2026-03-20,4.18,11,0,1955,2881,-32.14
H0493,Dr. HCP_0493,Pulmonologist,B,North-2,North,129,5274,12.9,10,5,35,143,21.17,5,2026-03-22,3.69,9,0,1588,1324,19.94
H0494,Dr. HCP_0494,Cardiologist,A,East-1,East,1,22,0.1,1,1,0,0,0.0,0,,,304,1,0,22,-100.0
H0495,Dr. HCP_0495,Oncologist,B,South-2,South,130,5446,13.0,10,5,37,150,19.32,5,2026-03-25,3.51,6,0,949,1877,-49.44
H0496,Dr. HCP_0496,Cardiologist,B,North-2,North,190,7955,19.0,10,5,44,145,18.11,5,2026-03-29,4.32,2,0,2308,2590,-10.89
H0497,Dr. HCP_0497,Neurologist,B,Central-2,Central,27,1088,2.7,10,4,10,36,19.1,4,2026-01-24,2.7,66,0,330,250,32.0
H0498,Dr. HCP_0498,Neurologist,A,Central-1,Central,99,3910,9.9,10,5,15,58,17.93,5,2026-03-06,6.6,25,0,1108,946,17.12
H0499,Dr. HCP_0499,Pulmonologist,C,South-1,South,90,3591,9.0,10,5,45,151,19.38,5,2026-03-30,2.0,1,0,1367,835,63.71
H0500,Dr. HCP_0500,Neurologist,C,North-1,North,47,2102,4.7,10,5,50,210,19.26,5,2026-03-28,0.94,3,0,726,296,145.27
