monthly_prescription_id,hcp_id,product_id,rx_month,source_record_count,rx_count,units_dispensed,average_units_per_prescription
H0224_P003_202601,H0224,P003,2026-01-01,1,7,203,29.0
H0224_P003_202602,H0224,P003,2026-02-01,1,4,176,44.0
H0224_P003_202603,H0224,P003,2026-03-01,1,3,174,58.0
H0224_P004_202506,H0224,P004,2025-06-01,1,13,624,48.0
H0224_P004_202507,H0224,P004,2025-07-01,1,6,186,31.0
H0224_P004_202508,H0224,P004,2025-08-01,1,9,270,30.0
H0224_P004_202509,H0224,P004,2025-09-01,1,8,472,59.0
H0224_P004_202510,H0224,P004,2025-10-01,1,6,270,45.0
H0224_P004_202511,H0224,P004,2025-11-01,1,7,280,40.0
H0224_P004_202512,H0224,P004,2025-12-01,1,5,105,21.0
H0224_P004_202601,H0224,P004,2026-01-01,1,6,222,37.0
H0224_P004_202602,H0224,P004,2026-02-01,1,8,424,53.0
H0224_P004_202603,H0224,P004,2026-03-01,1,7,378,54.0
H0224_P005_202510,H0224,P005,2025-10-01,1,2,88,44.0
H0224_P005_202511,H0224,P005,2025-11-01,1,1,44,44.0
H0224_P005_202512,H0224,P005,2025-12-01,1,1,29,29.0
H0224_P005_202601,H0224,P005,2026-01-01,1,3,117,39.0
H0225_P001_202507,H0225,P001,2025-07-01,1,1,39,39.0
H0225_P001_202511,H0225,P001,2025-11-01,1,1,23,23.0
H0225_P002_202511,H0225,P002,2025-11-01,1,1,42,42.0
H0225_P002_202512,H0225,P002,2025-12-01,1,1,51,51.0
H0225_P002_202603,H0225,P002,2026-03-01,1,1,25,25.0
H0225_P005_202511,H0225,P005,2025-11-01,1,1,38,38.0
H0225_P005_202512,H0225,P005,2025-12-01,1,1,32,32.0
H0226_P001_202506,H0226,P001,2025-06-01,1,2,60,30.0
H0226_P001_202507,H0226,P001,2025-07-01,1,3,165,55.0
H0226_P001_202509,H0226,P001,2025-09-01,1,5,275,55.0
H0226_P001_202510,H0226,P001,2025-10-01,1,4,108,27.0
H0226_P001_202511,H0226,P001,2025-11-01,1,5,120,24.0
H0226_P001_202512,H0226,P001,2025-12-01,1,5,225,45.0
H0226_P001_202601,H0226,P001,2026-01-01,1,3,108,36.0
H0226_P001_202602,H0226,P001,2026-02-01,1,2,114,57.0
H0226_P001_202603,H0226,P001,2026-03-01,1,4,140,35.0
H0226_P002_202506,H0226,P002,2025-06-01,1,3,108,36.0
H0226_P002_202507,H0226,P002,2025-07-01,1,5,125,25.0
H0226_P002_202508,H0226,P002,2025-08-01,1,2,72,36.0
H0226_P002_202510,H0226,P002,2025-10-01,1,3,147,49.0
H0226_P002_202511,H0226,P002,2025-11-01,1,1,47,47.0
H0226_P002_202512,H0226,P002,2025-12-01,1,1,33,33.0
H0226_P002_202601,H0226,P002,2026-01-01,1,5,195,39.0
H0226_P002_202602,H0226,P002,2026-02-01,1,2,50,25.0
H0226_P002_202603,H0226,P002,2026-03-01,1,4,228,57.0
H0226_P003_202506,H0226,P003,2025-06-01,1,2,58,29.0
H0226_P003_202507,H0226,P003,2025-07-01,1,2,92,46.0
H0226_P003_202509,H0226,P003,2025-09-01,1,1,53,53.0
H0226_P003_202510,H0226,P003,2025-10-01,1,1,30,30.0
H0226_P003_202511,H0226,P003,2025-11-01,1,1,54,54.0
H0226_P003_202602,H0226,P003,2026-02-01,1,1,22,22.0
H0226_P003_202603,H0226,P003,2026-03-01,1,2,84,42.0
H0226_P004_202506,H0226,P004,2025-06-01,1,1,20,20.0
H0226_P004_202507,H0226,P004,2025-07-01,1,1,47,47.0
H0226_P004_202508,H0226,P004,2025-08-01,1,1,29,29.0
H0226_P004_202509,H0226,P004,2025-09-01,1,1,40,40.0
H0226_P004_202512,H0226,P004,2025-12-01,1,2,116,58.0
H0226_P004_202601,H0226,P004,2026-01-01,1,1,28,28.0
H0226_P004_202602,H0226,P004,2026-02-01,1,2,54,27.0
H0226_P005_202507,H0226,P005,2025-07-01,1,1,54,54.0
H0226_P005_202509,H0226,P005,2025-09-01,1,3,81,27.0
H0226_P005_202510,H0226,P005,2025-10-01,1,3,69,23.0
H0226_P005_202512,H0226,P005,2025-12-01,1,2,46,23.0
H0226_P005_202602,H0226,P005,2026-02-01,1,1,60,60.0
H0226_P005_202603,H0226,P005,2026-03-01,1,2,72,36.0
H0227_P003_202506,H0227,P003,2025-06-01,1,1,53,53.0
H0227_P003_202509,H0227,P003,2025-09-01,1,1,57,57.0
H0227_P003_202510,H0227,P003,2025-10-01,1,2,82,41.0
H0227_P003_202511,H0227,P003,2025-11-01,1,1,49,49.0
H0227_P003_202601,H0227,P003,2026-01-01,1,1,24,24.0
H0227_P003_202602,H0227,P003,2026-02-01,1,1,60,60.0
H0227_P004_202510,H0227,P004,2025-10-01,1,1,56,56.0
H0228_P001_202506,H0228,P001,2025-06-01,1,2,110,55.0
H0228_P001_202507,H0228,P001,2025-07-01,1,1,20,20.0
H0228_P001_202508,H0228,P001,2025-08-01,1,1,52,52.0
H0228_P001_202509,H0228,P001,2025-09-01,1,1,24,24.0
H0228_P001_202512,H0228,P001,2025-12-01,1,1,24,24.0
H0228_P001_202601,H0228,P001,2026-01-01,1,1,36,36.0
H0228_P001_202602,H0228,P001,2026-02-01,1,1,29,29.0
H0228_P003_202506,H0228,P003,2025-06-01,1,4,148,37.0
H0228_P003_202507,H0228,P003,2025-07-01,1,2,60,30.0
H0228_P003_202508,H0228,P003,2025-08-01,1,1,60,60.0
H0228_P003_202509,H0228,P003,2025-09-01,1,4,152,38.0
H0228_P003_202510,H0228,P003,2025-10-01,1,2,96,48.0
H0228_P003_202511,H0228,P003,2025-11-01,1,4,112,28.0
H0228_P003_202512,H0228,P003,2025-12-01,1,2,86,43.0
H0228_P003_202601,H0228,P003,2026-01-01,1,2,90,45.0
H0228_P003_202602,H0228,P003,2026-02-01,1,3,174,58.0
H0228_P003_202603,H0228,P003,2026-03-01,1,4,112,28.0
H0228_P004_202511,H0228,P004,2025-11-01,1,1,55,55.0
H0228_P004_202512,H0228,P004,2025-12-01,1,1,51,51.0
H0228_P004_202601,H0228,P004,2026-01-01,1,1,20,20.0
H0228_P004_202602,H0228,P004,2026-02-01,1,1,25,25.0
H0228_P005_202511,H0228,P005,2025-11-01,1,1,39,39.0
H0229_P001_202506,H0229,P001,2025-06-01,1,1,30,30.0
H0229_P001_202508,H0229,P001,2025-08-01,1,1,22,22.0
H0229_P001_202510,H0229,P001,2025-10-01,1,1,57,57.0
H0229_P001_202601,H0229,P001,2026-01-01,1,1,60,60.0
H0229_P001_202602,H0229,P001,2026-02-01,1,1,35,35.0
H0229_P002_202507,H0229,P002,2025-07-01,1,1,20,20.0
H0229_P002_202508,H0229,P002,2025-08-01,1,1,38,38.0
H0229_P002_202603,H0229,P002,2026-03-01,1,1,33,33.0
H0229_P003_202507,H0229,P003,2025-07-01,1,1,25,25.0
H0229_P003_202509,H0229,P003,2025-09-01,1,1,32,32.0
H0229_P003_202510,H0229,P003,2025-10-01,1,1,43,43.0
H0229_P003_202601,H0229,P003,2026-01-01,1,1,45,45.0
H0229_P004_202511,H0229,P004,2025-11-01,1,1,32,32.0
H0229_P004_202601,H0229,P004,2026-01-01,1,2,90,45.0
H0229_P004_202602,H0229,P004,2026-02-01,1,1,49,49.0
H0229_P005_202510,H0229,P005,2025-10-01,1,1,28,28.0
H0229_P005_202512,H0229,P005,2025-12-01,1,1,33,33.0
H0229_P005_202601,H0229,P005,2026-01-01,1,2,118,59.0
H0229_P005_202602,H0229,P005,2026-02-01,1,1,49,49.0
H0230_P001_202506,H0230,P001,2025-06-01,1,3,159,53.0
H0230_P001_202507,H0230,P001,2025-07-01,1,2,70,35.0
H0230_P001_202508,H0230,P001,2025-08-01,1,3,123,41.0
H0230_P001_202509,H0230,P001,2025-09-01,1,1,45,45.0
H0230_P001_202510,H0230,P001,2025-10-01,1,1,44,44.0
H0230_P001_202511,H0230,P001,2025-11-01,1,2,54,27.0
H0230_P001_202512,H0230,P001,2025-12-01,1,5,190,38.0
H0230_P001_202601,H0230,P001,2026-01-01,1,2,46,23.0
H0230_P001_202602,H0230,P001,2026-02-01,1,4,100,25.0
H0230_P001_202603,H0230,P001,2026-03-01,1,2,98,49.0
H0230_P002_202506,H0230,P002,2025-06-01,1,1,31,31.0
H0230_P002_202507,H0230,P002,2025-07-01,1,1,47,47.0
H0230_P002_202508,H0230,P002,2025-08-01,1,1,58,58.0
H0230_P002_202509,H0230,P002,2025-09-01,1,1,40,40.0
H0230_P002_202510,H0230,P002,2025-10-01,1,3,75,25.0
H0230_P002_202511,H0230,P002,2025-11-01,1,5,170,34.0
H0230_P002_202602,H0230,P002,2026-02-01,1,2,84,42.0
H0230_P002_202603,H0230,P002,2026-03-01,1,1,60,60.0
H0230_P003_202506,H0230,P003,2025-06-01,1,1,22,22.0
H0230_P003_202510,H0230,P003,2025-10-01,1,2,106,53.0
H0230_P003_202602,H0230,P003,2026-02-01,1,2,66,33.0
H0230_P004_202508,H0230,P004,2025-08-01,1,1,25,25.0
H0230_P004_202510,H0230,P004,2025-10-01,1,1,25,25.0
H0230_P005_202506,H0230,P005,2025-06-01,1,2,76,38.0
H0230_P005_202510,H0230,P005,2025-10-01,1,1,27,27.0
H0230_P005_202511,H0230,P005,2025-11-01,1,2,52,26.0
H0230_P005_202602,H0230,P005,2026-02-01,1,1,59,59.0
H0230_P005_202603,H0230,P005,2026-03-01,1,1,38,38.0
H0231_P001_202506,H0231,P001,2025-06-01,1,1,31,31.0
H0231_P001_202507,H0231,P001,2025-07-01,1,1,27,27.0
H0231_P001_202509,H0231,P001,2025-09-01,1,3,144,48.0
H0231_P001_202511,H0231,P001,2025-11-01,1,2,82,41.0
H0231_P001_202512,H0231,P001,2025-12-01,1,2,82,41.0
H0231_P001_202601,H0231,P001,2026-01-01,1,1,56,56.0
H0231_P001_202602,H0231,P001,2026-02-01,1,5,300,60.0
H0231_P001_202603,H0231,P001,2026-03-01,1,2,78,39.0
H0231_P002_202512,H0231,P002,2025-12-01,1,1,41,41.0
H0231_P003_202507,H0231,P003,2025-07-01,1,1,47,47.0
H0231_P003_202508,H0231,P003,2025-08-01,1,3,162,54.0
H0231_P003_202509,H0231,P003,2025-09-01,1,1,38,38.0
H0231_P003_202510,H0231,P003,2025-10-01,1,1,24,24.0
H0231_P003_202512,H0231,P003,2025-12-01,1,2,92,46.0
H0231_P003_202602,H0231,P003,2026-02-01,1,3,90,30.0
H0231_P004_202508,H0231,P004,2025-08-01,1,1,47,47.0
H0231_P004_202512,H0231,P004,2025-12-01,1,1,33,33.0
H0231_P004_202601,H0231,P004,2026-01-01,1,1,42,42.0
H0231_P005_202506,H0231,P005,2025-06-01,1,2,104,52.0
H0231_P005_202508,H0231,P005,2025-08-01,1,1,47,47.0
H0231_P005_202509,H0231,P005,2025-09-01,1,1,25,25.0
H0231_P005_202510,H0231,P005,2025-10-01,1,1,27,27.0
H0231_P005_202512,H0231,P005,2025-12-01,1,1,53,53.0
H0231_P005_202603,H0231,P005,2026-03-01,1,1,56,56.0
H0232_P001_202506,H0232,P001,2025-06-01,1,1,38,38.0
H0232_P001_202507,H0232,P001,2025-07-01,1,2,58,29.0
H0232_P001_202508,H0232,P001,2025-08-01,1,2,52,26.0
H0232_P001_202509,H0232,P001,2025-09-01,1,1,20,20.0
H0232_P001_202510,H0232,P001,2025-10-01,1,1,57,57.0
H0232_P001_202511,H0232,P001,2025-11-01,1,1,26,26.0
H0232_P001_202512,H0232,P001,2025-12-01,1,1,43,43.0
H0232_P001_202602,H0232,P001,2026-02-01,1,2,94,47.0
H0232_P002_202506,H0232,P002,2025-06-01,1,2,62,31.0
H0232_P002_202507,H0232,P002,2025-07-01,1,2,50,25.0
H0232_P002_202508,H0232,P002,2025-08-01,1,2,118,59.0
H0232_P002_202509,H0232,P002,2025-09-01,1,1,37,37.0
H0232_P002_202510,H0232,P002,2025-10-01,1,3,132,44.0
H0232_P002_202511,H0232,P002,2025-11-01,1,3,150,50.0
H0232_P002_202512,H0232,P002,2025-12-01,1,1,44,44.0
H0232_P002_202601,H0232,P002,2026-01-01,1,3,177,59.0
H0232_P002_202602,H0232,P002,2026-02-01,1,3,159,53.0
H0232_P002_202603,H0232,P002,2026-03-01,1,1,45,45.0
H0232_P004_202511,H0232,P004,2025-11-01,1,2,74,37.0
H0232_P004_202512,H0232,P004,2025-12-01,1,1,20,20.0
H0232_P004_202601,H0232,P004,2026-01-01,1,1,52,52.0
H0232_P005_202507,H0232,P005,2025-07-01,1,1,32,32.0
H0232_P005_202508,H0232,P005,2025-08-01,1,1,48,48.0
H0232_P005_202602,H0232,P005,2026-02-01,1,1,43,43.0
H0233_P001_202509,H0233,P001,2025-09-01,1,3,108,36.0
H0233_P001_202510,H0233,P001,2025-10-01,1,1,31,31.0
H0233_P001_202511,H0233,P001,2025-11-01,1,2,68,34.0
H0233_P001_202512,H0233,P001,2025-12-01,1,3,93,31.0
H0233_P001_202602,H0233,P001,2026-02-01,1,1,24,24.0
H0233_P001_202603,H0233,P001,2026-03-01,1,2,120,60.0
H0233_P002_202506,H0233,P002,2025-06-01,1,6,192,32.0
H0233_P002_202507,H0233,P002,2025-07-01,1,4,120,30.0
H0233_P002_202508,H0233,P002,2025-08-01,1,1,38,38.0
H0233_P002_202509,H0233,P002,2025-09-01,1,4,132,33.0
H0233_P002_202510,H0233,P002,2025-10-01,1,3,63,21.0
H0233_P002_202511,H0233,P002,2025-11-01,1,7,350,50.0
H0233_P002_202512,H0233,P002,2025-12-01,1,4,128,32.0
H0233_P002_202601,H0233,P002,2026-01-01,1,5,200,40.0
H0233_P002_202602,H0233,P002,2026-02-01,1,3,84,28.0
H0233_P002_202603,H0233,P002,2026-03-01,1,3,165,55.0
H0233_P003_202507,H0233,P003,2025-07-01,1,4,96,24.0
H0233_P003_202508,H0233,P003,2025-08-01,1,1,42,42.0
H0233_P003_202509,H0233,P003,2025-09-01,1,2,64,32.0
H0233_P003_202510,H0233,P003,2025-10-01,1,1,21,21.0
H0233_P003_202512,H0233,P003,2025-12-01,1,1,50,50.0
H0233_P003_202602,H0233,P003,2026-02-01,1,1,54,54.0
H0233_P004_202506,H0233,P004,2025-06-01,1,3,63,21.0
H0233_P004_202507,H0233,P004,2025-07-01,1,3,102,34.0
H0233_P004_202508,H0233,P004,2025-08-01,1,6,156,26.0
H0233_P004_202509,H0233,P004,2025-09-01,1,3,129,43.0
H0233_P004_202511,H0233,P004,2025-11-01,1,3,150,50.0
H0233_P004_202512,H0233,P004,2025-12-01,1,8,456,57.0
H0233_P004_202601,H0233,P004,2026-01-01,1,5,125,25.0
H0233_P004_202603,H0233,P004,2026-03-01,1,3,60,20.0
H0233_P005_202506,H0233,P005,2025-06-01,1,4,96,24.0
H0233_P005_202507,H0233,P005,2025-07-01,1,2,110,55.0
H0233_P005_202508,H0233,P005,2025-08-01,1,3,93,31.0
H0233_P005_202509,H0233,P005,2025-09-01,1,5,185,37.0
H0233_P005_202510,H0233,P005,2025-10-01,1,6,204,34.0
H0233_P005_202511,H0233,P005,2025-11-01,1,3,135,45.0
H0233_P005_202512,H0233,P005,2025-12-01,1,4,188,47.0
H0233_P005_202601,H0233,P005,2026-01-01,1,3,81,27.0
H0233_P005_202602,H0233,P005,2026-02-01,1,1,39,39.0
H0233_P005_202603,H0233,P005,2026-03-01,1,1,27,27.0
H0234_P001_202506,H0234,P001,2025-06-01,1,4,188,47.0
H0234_P001_202507,H0234,P001,2025-07-01,1,3,72,24.0
H0234_P001_202508,H0234,P001,2025-08-01,1,5,130,26.0
H0234_P001_202509,H0234,P001,2025-09-01,1,4,192,48.0
H0234_P001_202510,H0234,P001,2025-10-01,1,5,140,28.0
H0234_P001_202511,H0234,P001,2025-11-01,1,7,245,35.0
H0234_P001_202512,H0234,P001,2025-12-01,1,9,531,59.0
H0234_P001_202601,H0234,P001,2026-01-01,1,7,175,25.0
H0234_P001_202602,H0234,P001,2026-02-01,1,5,185,37.0
H0234_P001_202603,H0234,P001,2026-03-01,1,8,352,44.0
H0234_P002_202506,H0234,P002,2025-06-01,1,2,86,43.0
H0234_P002_202507,H0234,P002,2025-07-01,1,5,255,51.0
H0234_P002_202508,H0234,P002,2025-08-01,1,4,144,36.0
H0234_P002_202509,H0234,P002,2025-09-01,1,5,280,56.0
H0234_P002_202510,H0234,P002,2025-10-01,1,2,72,36.0
H0234_P002_202511,H0234,P002,2025-11-01,1,4,108,27.0
H0234_P002_202512,H0234,P002,2025-12-01,1,5,245,49.0
H0234_P002_202601,H0234,P002,2026-01-01,1,4,188,47.0
H0234_P002_202602,H0234,P002,2026-02-01,1,1,56,56.0
H0234_P002_202603,H0234,P002,2026-03-01,1,5,120,24.0
H0234_P003_202506,H0234,P003,2025-06-01,1,5,215,43.0
H0234_P003_202507,H0234,P003,2025-07-01,1,5,190,38.0
H0234_P003_202508,H0234,P003,2025-08-01,1,6,120,20.0
H0234_P003_202509,H0234,P003,2025-09-01,1,7,336,48.0
H0234_P003_202510,H0234,P003,2025-10-01,1,6,288,48.0
H0234_P003_202511,H0234,P003,2025-11-01,1,3,132,44.0
H0234_P003_202512,H0234,P003,2025-12-01,1,5,120,24.0
H0234_P003_202601,H0234,P003,2026-01-01,1,5,205,41.0
H0234_P003_202602,H0234,P003,2026-02-01,1,6,234,39.0
H0234_P003_202603,H0234,P003,2026-03-01,1,4,144,36.0
H0234_P004_202506,H0234,P004,2025-06-01,1,2,40,20.0
H0234_P004_202507,H0234,P004,2025-07-01,1,1,32,32.0
H0234_P004_202508,H0234,P004,2025-08-01,1,5,285,57.0
H0234_P004_202510,H0234,P004,2025-10-01,1,6,180,30.0
H0234_P004_202511,H0234,P004,2025-11-01,1,4,128,32.0
H0234_P004_202512,H0234,P004,2025-12-01,1,2,56,28.0
H0234_P004_202601,H0234,P004,2026-01-01,1,1,25,25.0
H0234_P004_202602,H0234,P004,2026-02-01,1,3,144,48.0
H0234_P005_202506,H0234,P005,2025-06-01,1,3,126,42.0
H0234_P005_202508,H0234,P005,2025-08-01,1,1,31,31.0
H0234_P005_202509,H0234,P005,2025-09-01,1,1,38,38.0
H0234_P005_202510,H0234,P005,2025-10-01,1,1,22,22.0
H0234_P005_202511,H0234,P005,2025-11-01,1,1,49,49.0
H0234_P005_202601,H0234,P005,2026-01-01,1,1,23,23.0
H0234_P005_202602,H0234,P005,2026-02-01,1,5,120,24.0
H0234_P005_202603,H0234,P005,2026-03-01,1,2,120,60.0
H0235_P002_202511,H0235,P002,2025-11-01,1,1,57,57.0
H0235_P002_202602,H0235,P002,2026-02-01,1,1,42,42.0
H0235_P003_202506,H0235,P003,2025-06-01,1,1,23,23.0
H0235_P003_202507,H0235,P003,2025-07-01,1,2,94,47.0
H0235_P003_202508,H0235,P003,2025-08-01,1,3,126,42.0
H0235_P003_202509,H0235,P003,2025-09-01,1,1,48,48.0
H0235_P003_202510,H0235,P003,2025-10-01,1,2,114,57.0
H0235_P003_202511,H0235,P003,2025-11-01,1,3,81,27.0
H0235_P003_202601,H0235,P003,2026-01-01,1,1,30,30.0
H0235_P003_202602,H0235,P003,2026-02-01,1,2,58,29.0
H0235_P003_202603,H0235,P003,2026-03-01,1,1,43,43.0
H0235_P004_202506,H0235,P004,2025-06-01,1,1,37,37.0
H0235_P004_202507,H0235,P004,2025-07-01,1,1,45,45.0
H0235_P004_202508,H0235,P004,2025-08-01,1,1,21,21.0
H0235_P004_202509,H0235,P004,2025-09-01,1,1,41,41.0
H0235_P004_202510,H0235,P004,2025-10-01,1,1,37,37.0
H0235_P004_202601,H0235,P004,2026-01-01,1,1,39,39.0
H0235_P004_202602,H0235,P004,2026-02-01,1,1,28,28.0
H0236_P001_202507,H0236,P001,2025-07-01,1,4,164,41.0
H0236_P001_202509,H0236,P001,2025-09-01,1,1,51,51.0
H0236_P001_202511,H0236,P001,2025-11-01,1,4,192,48.0
H0236_P001_202512,H0236,P001,2025-12-01,1,4,208,52.0
H0236_P001_202601,H0236,P001,2026-01-01,1,2,62,31.0
H0236_P001_202602,H0236,P001,2026-02-01,1,2,92,46.0
H0236_P002_202506,H0236,P002,2025-06-01,1,3,78,26.0
H0236_P002_202507,H0236,P002,2025-07-01,1,2,60,30.0
H0236_P002_202508,H0236,P002,2025-08-01,1,1,56,56.0
H0236_P002_202509,H0236,P002,2025-09-01,1,2,84,42.0
H0236_P002_202510,H0236,P002,2025-10-01,1,3,162,54.0
H0236_P002_202511,H0236,P002,2025-11-01,1,3,63,21.0
H0236_P002_202512,H0236,P002,2025-12-01,1,5,145,29.0
H0236_P002_202601,H0236,P002,2026-01-01,1,3,81,27.0
H0236_P002_202602,H0236,P002,2026-02-01,1,1,34,34.0
H0236_P002_202603,H0236,P002,2026-03-01,1,3,177,59.0
H0236_P003_202506,H0236,P003,2025-06-01,1,1,23,23.0
H0236_P003_202508,H0236,P003,2025-08-01,1,1,23,23.0
H0236_P003_202511,H0236,P003,2025-11-01,1,1,39,39.0
H0236_P003_202512,H0236,P003,2025-12-01,1,2,106,53.0
H0236_P004_202506,H0236,P004,2025-06-01,1,2,82,41.0
H0236_P004_202507,H0236,P004,2025-07-01,1,3,87,29.0
H0236_P004_202508,H0236,P004,2025-08-01,1,2,40,20.0
H0236_P004_202509,H0236,P004,2025-09-01,1,5,160,32.0
H0236_P004_202510,H0236,P004,2025-10-01,1,3,114,38.0
H0236_P004_202511,H0236,P004,2025-11-01,1,4,192,48.0
H0236_P004_202512,H0236,P004,2025-12-01,1,7,301,43.0
H0236_P004_202601,H0236,P004,2026-01-01,1,2,80,40.0
H0236_P004_202602,H0236,P004,2026-02-01,1,3,72,24.0
H0236_P004_202603,H0236,P004,2026-03-01,1,3,153,51.0
H0236_P005_202506,H0236,P005,2025-06-01,1,2,70,35.0
H0236_P005_202507,H0236,P005,2025-07-01,1,4,84,21.0
H0236_P005_202508,H0236,P005,2025-08-01,1,2,54,27.0
H0236_P005_202510,H0236,P005,2025-10-01,1,6,324,54.0
H0236_P005_202511,H0236,P005,2025-11-01,1,2,44,22.0
H0236_P005_202512,H0236,P005,2025-12-01,1,1,32,32.0
H0236_P005_202601,H0236,P005,2026-01-01,1,1,49,49.0
H0236_P005_202602,H0236,P005,2026-02-01,1,2,94,47.0
H0237_P001_202511,H0237,P001,2025-11-01,1,1,52,52.0
H0237_P001_202512,H0237,P001,2025-12-01,1,1,48,48.0
H0237_P001_202601,H0237,P001,2026-01-01,1,1,54,54.0
H0237_P002_202507,H0237,P002,2025-07-01,1,1,59,59.0
H0237_P002_202508,H0237,P002,2025-08-01,1,2,76,38.0
H0237_P002_202509,H0237,P002,2025-09-01,1,3,135,45.0
H0237_P002_202511,H0237,P002,2025-11-01,1,3,138,46.0
H0237_P002_202512,H0237,P002,2025-12-01,1,1,37,37.0
H0237_P002_202603,H0237,P002,2026-03-01,1,2,88,44.0
H0237_P003_202506,H0237,P003,2025-06-01,1,2,54,27.0
H0237_P003_202510,H0237,P003,2025-10-01,1,1,32,32.0
H0237_P003_202511,H0237,P003,2025-11-01,1,2,108,54.0
H0237_P003_202512,H0237,P003,2025-12-01,1,2,42,21.0
H0237_P003_202601,H0237,P003,2026-01-01,1,4,96,24.0
H0237_P003_202602,H0237,P003,2026-02-01,1,3,75,25.0
H0237_P003_202603,H0237,P003,2026-03-01,1,1,38,38.0
H0237_P004_202506,H0237,P004,2025-06-01,1,2,72,36.0
H0237_P004_202508,H0237,P004,2025-08-01,1,1,27,27.0
H0237_P004_202509,H0237,P004,2025-09-01,1,1,59,59.0
H0237_P004_202510,H0237,P004,2025-10-01,1,2,62,31.0
H0237_P004_202511,H0237,P004,2025-11-01,1,3,132,44.0
H0237_P004_202603,H0237,P004,2026-03-01,1,3,60,20.0
H0237_P005_202506,H0237,P005,2025-06-01,1,1,28,28.0
H0237_P005_202507,H0237,P005,2025-07-01,1,4,204,51.0
H0237_P005_202508,H0237,P005,2025-08-01,1,1,43,43.0
H0237_P005_202509,H0237,P005,2025-09-01,1,3,138,46.0
H0237_P005_202510,H0237,P005,2025-10-01,1,1,21,21.0
H0237_P005_202511,H0237,P005,2025-11-01,1,3,156,52.0
H0237_P005_202512,H0237,P005,2025-12-01,1,5,170,34.0
H0237_P005_202601,H0237,P005,2026-01-01,1,1,57,57.0
H0237_P005_202602,H0237,P005,2026-02-01,1,3,75,25.0
H0237_P005_202603,H0237,P005,2026-03-01,1,3,153,51.0
H0238_P001_202510,H0238,P001,2025-10-01,1,2,102,51.0
H0238_P002_202508,H0238,P002,2025-08-01,1,1,42,42.0
H0238_P003_202506,H0238,P003,2025-06-01,1,2,118,59.0
H0238_P003_202509,H0238,P003,2025-09-01,1,1,27,27.0
H0238_P003_202510,H0238,P003,2025-10-01,1,1,48,48.0
H0238_P003_202511,H0238,P003,2025-11-01,1,1,27,27.0
H0238_P004_202506,H0238,P004,2025-06-01,1,2,44,22.0
H0238_P004_202507,H0238,P004,2025-07-01,1,1,46,46.0
H0238_P004_202508,H0238,P004,2025-08-01,1,3,108,36.0
H0238_P004_202511,H0238,P004,2025-11-01,1,2,82,41.0
H0238_P004_202603,H0238,P004,2026-03-01,1,2,50,25.0
H0238_P005_202506,H0238,P005,2025-06-01,1,3,117,39.0
H0238_P005_202507,H0238,P005,2025-07-01,1,2,100,50.0
H0238_P005_202508,H0238,P005,2025-08-01,1,4,200,50.0
H0238_P005_202509,H0238,P005,2025-09-01,1,5,100,20.0
H0238_P005_202510,H0238,P005,2025-10-01,1,3,141,47.0
H0238_P005_202511,H0238,P005,2025-11-01,1,4,188,47.0
H0238_P005_202512,H0238,P005,2025-12-01,1,1,46,46.0
H0238_P005_202601,H0238,P005,2026-01-01,1,5,150,30.0
H0238_P005_202602,H0238,P005,2026-02-01,1,5,205,41.0
H0238_P005_202603,H0238,P005,2026-03-01,1,3,159,53.0
H0239_P001_202506,H0239,P001,2025-06-01,1,1,57,57.0
H0239_P001_202602,H0239,P001,2026-02-01,1,1,33,33.0
H0239_P001_202603,H0239,P001,2026-03-01,1,1,22,22.0
H0239_P003_202509,H0239,P003,2025-09-01,1,2,66,33.0
H0239_P003_202511,H0239,P003,2025-11-01,1,1,43,43.0
H0239_P003_202601,H0239,P003,2026-01-01,1,1,42,42.0
H0239_P004_202506,H0239,P004,2025-06-01,1,2,80,40.0
H0239_P004_202507,H0239,P004,2025-07-01,1,2,82,41.0
H0239_P004_202509,H0239,P004,2025-09-01,1,2,96,48.0
H0239_P004_202510,H0239,P004,2025-10-01,1,1,42,42.0
H0239_P004_202511,H0239,P004,2025-11-01,1,1,21,21.0
H0239_P004_202512,H0239,P004,2025-12-01,1,2,116,58.0
H0239_P004_202601,H0239,P004,2026-01-01,1,1,35,35.0
H0239_P004_202602,H0239,P004,2026-02-01,1,1,45,45.0
H0239_P005_202601,H0239,P005,2026-01-01,1,1,20,20.0
H0239_P005_202603,H0239,P005,2026-03-01,1,1,55,55.0
H0240_P005_202508,H0240,P005,2025-08-01,1,1,24,24.0
H0240_P005_202511,H0240,P005,2025-11-01,1,1,24,24.0
H0240_P005_202512,H0240,P005,2025-12-01,1,2,50,25.0
H0240_P005_202601,H0240,P005,2026-01-01,1,1,22,22.0
H0241_P002_202510,H0241,P002,2025-10-01,1,1,22,22.0
H0242_P001_202506,H0242,P001,2025-06-01,1,3,159,53.0
H0242_P001_202507,H0242,P001,2025-07-01,1,1,60,60.0
H0242_P001_202508,H0242,P001,2025-08-01,1,2,42,21.0
H0242_P001_202509,H0242,P001,2025-09-01,1,1,40,40.0
H0242_P001_202510,H0242,P001,2025-10-01,1,1,26,26.0
H0242_P001_202511,H0242,P001,2025-11-01,1,6,168,28.0
H0242_P001_202512,H0242,P001,2025-12-01,1,3,66,22.0
H0242_P001_202601,H0242,P001,2026-01-01,1,4,216,54.0
