hcp_id,hcp_name,specialty,segment,territory,region,total_calls,average_call_duration,total_samples_received,last_call_date,total_prescriptions,total_units_dispensed,product_breadth,days_since_last_call,prescriptions_per_call
H0389,Dr. HCP_0389,Oncologist,C,West-1,West,29.0,21.79310344827586,105.0,2026-04-22,29.0,1290.0,5.0,8.0,1.0
H0390,Dr. HCP_0390,Endocrinologist,C,East-2,East,26.0,19.884615384615383,76.0,2026-04-28,23.0,859.0,5.0,2.0,0.88
H0391,Dr. HCP_0391,General Physician,C,East-1,East,0.0,0.0,0.0,,0.0,0.0,0.0,,
H0392,Dr. HCP_0392,Neurologist,B,Central-2,Central,17.0,18.529411764705884,68.0,2026-04-14,71.0,3099.0,5.0,16.0,4.18
H0393,Dr. HCP_0393,Endocrinologist,B,North-1,North,37.0,18.216216216216218,144.0,2026-04-01,117.0,5026.0,5.0,29.0,3.16
H0394,Dr. HCP_0394,Cardiologist,C,Central-2,Central,29.0,21.620689655172413,120.0,2026-04-28,45.0,1928.0,4.0,2.0,1.55
H0395,Dr. HCP_0395,Oncologist,B,East-1,East,0.0,0.0,0.0,,3.0,114.0,2.0,,
H0396,Dr. HCP_0396,Neurologist,C,West-2,West,21.0,19.61904761904762,72.0,2026-04-26,37.0,1450.0,5.0,4.0,1.76
H0397,Dr. HCP_0397,Pulmonologist,C,West-1,West,32.0,21.125,111.0,2026-04-29,45.0,1810.0,5.0,1.0,1.41
H0398,Dr. HCP_0398,Cardiologist,B,Central-1,Central,40.0,22.725,150.0,2026-04-28,148.0,5468.0,5.0,2.0,3.7
H0399,Dr. HCP_0399,Cardiologist,C,West-1,West,24.0,20.541666666666668,114.0,2026-04-17,28.0,1108.0,5.0,13.0,1.17
H0400,Dr. HCP_0400,Oncologist,C,Central-2,Central,17.0,20.294117647058822,68.0,2026-03-09,30.0,1256.0,5.0,52.0,1.76
H0401,Dr. HCP_0401,Endocrinologist,A,North-1,North,19.0,20.473684210526315,97.0,2026-04-08,131.0,5048.0,5.0,22.0,6.89
H0402,Dr. HCP_0402,Cardiologist,C,Central-2,Central,26.0,23.346153846153847,90.0,2026-01-26,28.0,1190.0,5.0,94.0,1.08
H0403,Dr. HCP_0403,Pulmonologist,B,South-2,South,67.0,19.0,254.0,2026-04-28,259.0,9715.0,5.0,2.0,3.87
H0404,Dr. HCP_0404,Pulmonologist,C,South-1,South,46.0,20.26086956521739,163.0,2026-04-28,55.0,2098.0,5.0,2.0,1.2
H0405,Dr. HCP_0405,Cardiologist,B,East-2,East,14.0,16.857142857142858,70.0,2026-04-17,45.0,1760.0,5.0,13.0,3.21
H0406,Dr. HCP_0406,General Physician,C,West-2,West,22.0,19.818181818181817,56.0,2026-04-21,39.0,1626.0,5.0,9.0,1.77
H0407,Dr. HCP_0407,Endocrinologist,B,South-1,South,42.0,18.5,215.0,2026-04-16,105.0,4131.0,5.0,14.0,2.5
H0408,Dr. HCP_0408,General Physician,A,Central-1,Central,17.0,18.294117647058822,53.0,2026-04-24,125.0,4638.0,5.0,6.0,7.35
H0409,Dr. HCP_0409,Neurologist,C,Central-1,Central,56.0,19.571428571428573,246.0,2026-04-23,63.0,2500.0,5.0,7.0,1.12
H0410,Dr. HCP_0410,Oncologist,A,North-2,North,25.0,23.12,92.0,2026-04-23,184.0,7505.0,5.0,7.0,7.36
H0411,Dr. HCP_0411,Cardiologist,B,West-1,West,18.0,18.72222222222222,80.0,2026-02-05,98.0,4252.0,5.0,84.0,5.44
H0412,Dr. HCP_0412,Pulmonologist,C,North-2,North,79.0,20.126582278481013,289.0,2026-04-29,99.0,3886.0,5.0,1.0,1.25
H0413,Dr. HCP_0413,Oncologist,C,Central-2,Central,21.0,18.523809523809526,80.0,2026-04-26,29.0,1241.0,5.0,4.0,1.38
H0414,Dr. HCP_0414,Cardiologist,B,East-1,East,0.0,0.0,0.0,,0.0,0.0,0.0,,
H0415,Dr. HCP_0415,Pulmonologist,B,North-1,North,35.0,21.457142857142856,138.0,2026-04-29,136.0,5526.0,5.0,1.0,3.89
H0416,Dr. HCP_0416,Oncologist,B,Central-2,Central,12.0,16.833333333333332,41.0,2026-03-07,42.0,1701.0,5.0,54.0,3.5
H0417,Dr. HCP_0417,Oncologist,B,North-2,North,45.0,20.511111111111113,170.0,2026-04-22,166.0,7163.0,5.0,8.0,3.69
H0418,Dr. HCP_0418,Oncologist,B,South-2,South,36.0,19.666666666666668,141.0,2026-04-23,160.0,6461.0,5.0,7.0,4.44
H0419,Dr. HCP_0419,Cardiologist,B,Central-1,Central,34.0,18.264705882352942,113.0,2026-04-10,122.0,4826.0,5.0,20.0,3.59
H0420,Dr. HCP_0420,General Physician,C,East-1,East,0.0,0.0,0.0,,9.0,386.0,2.0,,
H0421,Dr. HCP_0421,Pulmonologist,C,South-2,South,82.0,18.048780487804876,361.0,2026-04-15,124.0,5336.0,5.0,15.0,1.51
H0422,Dr. HCP_0422,Neurologist,C,North-2,North,55.0,19.745454545454546,199.0,2026-04-16,75.0,3325.0,5.0,14.0,1.36
H0423,Dr. HCP_0423,Neurologist,A,Central-1,Central,18.0,20.38888888888889,84.0,2026-04-17,133.0,5370.0,5.0,13.0,7.39
H0424,Dr. HCP_0424,Pulmonologist,B,East-2,East,15.0,21.133333333333333,59.0,2026-04-16,56.0,2230.0,5.0,14.0,3.73
H0425,Dr. HCP_0425,Cardiologist,A,South-2,South,32.0,20.90625,118.0,2026-04-23,163.0,6448.0,5.0,7.0,5.09
H0426,Dr. HCP_0426,Endocrinologist,B,East-1,East,0.0,0.0,0.0,,2.0,66.0,1.0,,
H0427,Dr. HCP_0427,Endocrinologist,B,Central-2,Central,16.0,22.1875,67.0,2026-04-25,52.0,2168.0,5.0,5.0,3.25
H0428,Dr. HCP_0428,General Physician,C,South-1,South,39.0,20.53846153846154,168.0,2026-04-19,74.0,2910.0,5.0,11.0,1.9
H0429,Dr. HCP_0429,Neurologist,B,West-2,West,16.0,20.3125,74.0,2026-03-25,67.0,2785.0,5.0,36.0,4.19
H0430,Dr. HCP_0430,General Physician,A,Central-2,Central,3.0,18.333333333333332,8.0,2026-01-30,33.0,1226.0,2.0,90.0,11.0
H0431,Dr. HCP_0431,Endocrinologist,A,East-2,East,9.0,17.666666666666668,31.0,2026-04-12,93.0,3671.0,5.0,18.0,10.33
H0432,Dr. HCP_0432,Oncologist,C,North-2,North,59.0,19.16949152542373,247.0,2026-04-23,116.0,4574.0,5.0,7.0,1.97
H0433,Dr. HCP_0433,Pulmonologist,B,East-1,East,0.0,0.0,0.0,,11.0,429.0,2.0,,
H0434,Dr. HCP_0434,Neurologist,A,East-2,East,5.0,22.4,17.0,2026-04-12,22.0,769.0,4.0,18.0,4.4
H0435,Dr. HCP_0435,Oncologist,A,East-1,East,0.0,0.0,0.0,,0.0,0.0,0.0,,
H0436,Dr. HCP_0436,Cardiologist,C,North-1,North,61.0,18.311475409836067,251.0,2026-04-08,68.0,2571.0,5.0,22.0,1.11
H0437,Dr. HCP_0437,Cardiologist,A,East-1,East,0.0,0.0,0.0,,5.0,235.0,1.0,,
H0438,Dr. HCP_0438,Neurologist,C,Central-2,Central,22.0,17.636363636363637,78.0,2026-04-21,39.0,1603.0,5.0,9.0,1.77
H0439,Dr. HCP_0439,Neurologist,C,West-2,West,20.0,24.25,79.0,2026-04-11,28.0,1118.0,4.0,19.0,1.4
H0440,Dr. HCP_0440,Neurologist,A,West-2,West,4.0,16.5,7.0,2026-03-12,19.0,742.0,3.0,49.0,4.75
H0441,Dr. HCP_0441,Neurologist,A,East-2,East,2.0,10.0,6.0,2026-03-13,32.0,1144.0,2.0,48.0,16.0
H0442,Dr. HCP_0442,Endocrinologist,C,Central-1,Central,62.0,21.032258064516128,198.0,2026-04-25,65.0,2643.0,5.0,5.0,1.05
H0443,Dr. HCP_0443,Cardiologist,B,West-2,West,21.0,19.571428571428573,77.0,2026-04-04,88.0,3469.0,5.0,26.0,4.19
H0444,Dr. HCP_0444,Neurologist,B,North-2,North,51.0,21.50980392156863,206.0,2026-04-19,180.0,6825.0,5.0,11.0,3.53
H0445,Dr. HCP_0445,Endocrinologist,C,North-1,North,73.0,21.273972602739725,305.0,2026-04-23,138.0,5386.0,5.0,7.0,1.89
H0446,Dr. HCP_0446,Neurologist,C,West-2,West,24.0,20.25,95.0,2026-04-15,29.0,1145.0,5.0,15.0,1.21
H0447,Dr. HCP_0447,Pulmonologist,C,East-2,East,27.0,21.666666666666668,77.0,2026-04-19,57.0,2260.0,5.0,11.0,2.11
H0448,Dr. HCP_0448,Oncologist,C,West-1,West,21.0,19.61904761904762,74.0,2026-03-28,19.0,829.0,4.0,33.0,0.9
H0449,Dr. HCP_0449,Cardiologist,B,Central-2,Central,22.0,18.863636363636363,88.0,2026-04-14,81.0,3302.0,5.0,16.0,3.68
H0450,Dr. HCP_0450,Pulmonologist,A,North-2,North,28.0,21.107142857142858,111.0,2026-04-10,168.0,6839.0,5.0,20.0,6.0
H0451,Dr. HCP_0451,General Physician,C,Central-1,Central,57.0,18.771929824561404,212.0,2026-04-21,59.0,2362.0,5.0,9.0,1.04
H0452,Dr. HCP_0452,Pulmonologist,B,East-1,East,0.0,0.0,0.0,,2.0,68.0,1.0,,
H0453,Dr. HCP_0453,Cardiologist,B,East-2,East,16.0,18.6875,57.0,2026-04-24,68.0,2960.0,4.0,6.0,4.25
H0454,Dr. HCP_0454,Pulmonologist,C,East-2,East,21.0,18.61904761904762,80.0,2026-04-18,33.0,1249.0,4.0,12.0,1.57
H0455,Dr. HCP_0455,Neurologist,A,South-1,South,12.0,20.0,54.0,2026-04-06,70.0,2858.0,5.0,24.0,5.83
H0456,Dr. HCP_0456,Neurologist,B,East-1,East,0.0,0.0,0.0,,9.0,364.0,3.0,,
H0457,Dr. HCP_0457,Endocrinologist,A,East-2,East,9.0,18.88888888888889,48.0,2026-04-21,65.0,2592.0,5.0,9.0,7.22
H0458,Dr. HCP_0458,Neurologist,B,West-1,West,17.0,21.058823529411764,56.0,2026-04-19,63.0,2393.0,5.0,11.0,3.71
H0459,Dr. HCP_0459,Pulmonologist,A,North-1,North,18.0,21.833333333333332,65.0,2026-04-30,213.0,9226.0,5.0,0.0,11.83
H0460,Dr. HCP_0460,Endocrinologist,A,South-1,South,15.0,21.466666666666665,51.0,2026-04-23,128.0,5203.0,5.0,7.0,8.53
H0461,Dr. HCP_0461,Endocrinologist,A,West-2,West,6.0,23.333333333333332,21.0,2026-04-17,26.0,1041.0,3.0,13.0,4.33
H0462,Dr. HCP_0462,Endocrinologist,B,South-1,South,24.0,18.791666666666668,93.0,2026-04-09,82.0,3173.0,5.0,21.0,3.42
H0463,Dr. HCP_0463,Cardiologist,C,East-1,East,0.0,0.0,0.0,,6.0,256.0,2.0,,
H0464,Dr. HCP_0464,Neurologist,B,East-2,East,15.0,22.133333333333333,68.0,2026-04-22,56.0,2570.0,4.0,8.0,3.73
H0465,Dr. HCP_0465,Oncologist,C,Central-2,Central,14.0,17.642857142857142,54.0,2026-03-04,21.0,845.0,4.0,57.0,1.5
H0466,Dr. HCP_0466,Endocrinologist,B,South-1,South,35.0,22.4,158.0,2026-04-22,96.0,3868.0,5.0,8.0,2.74
H0467,Dr. HCP_0467,Cardiologist,B,West-2,West,20.0,21.6,80.0,2026-03-28,78.0,3125.0,5.0,33.0,3.9
H0468,Dr. HCP_0468,General Physician,C,East-2,East,22.0,18.636363636363637,81.0,2026-04-29,24.0,1026.0,4.0,1.0,1.09
H0469,Dr. HCP_0469,Neurologist,B,West-2,West,13.0,16.0,48.0,2026-03-26,45.0,1826.0,5.0,35.0,3.46
H0470,Dr. HCP_0470,Endocrinologist,C,West-2,West,32.0,19.96875,125.0,2026-04-30,47.0,1773.0,5.0,0.0,1.47
H0471,Dr. HCP_0471,Oncologist,A,East-1,East,0.0,0.0,0.0,,13.0,544.0,3.0,,
H0472,Dr. HCP_0472,General Physician,C,East-2,East,19.0,18.789473684210527,97.0,2026-04-21,25.0,1020.0,5.0,9.0,1.32
H0473,Dr. HCP_0473,Pulmonologist,A,West-2,West,10.0,22.8,36.0,2026-04-18,33.0,1550.0,4.0,12.0,3.3
H0474,Dr. HCP_0474,Neurologist,C,Central-1,Central,50.0,20.28,194.0,2026-04-25,62.0,2462.0,5.0,5.0,1.24
H0475,Dr. HCP_0475,Endocrinologist,B,South-1,South,31.0,18.903225806451612,165.0,2026-04-05,86.0,3591.0,5.0,25.0,2.77
H0476,Dr. HCP_0476,Cardiologist,C,East-1,East,0.0,0.0,0.0,,8.0,379.0,2.0,,
H0477,Dr. HCP_0477,Neurologist,A,East-2,East,6.0,22.166666666666668,32.0,2026-03-17,73.0,3068.0,5.0,44.0,12.17
H0478,Dr. HCP_0478,Cardiologist,B,Central-1,Central,35.0,18.057142857142857,125.0,2026-04-23,176.0,7152.0,5.0,7.0,5.03
H0479,Dr. HCP_0479,Endocrinologist,C,North-2,North,66.0,18.606060606060606,260.0,2026-04-29,81.0,3329.0,5.0,1.0,1.23
H0480,Dr. HCP_0480,Neurologist,B,West-2,West,16.0,21.375,55.0,2026-03-20,58.0,2159.0,5.0,41.0,3.62
H0481,Dr. HCP_0481,Cardiologist,B,West-1,West,23.0,19.26086956521739,69.0,2026-04-29,75.0,3145.0,5.0,1.0,3.26
H0482,Dr. HCP_0482,Pulmonologist,B,West-2,West,25.0,19.08,85.0,2026-04-12,116.0,4472.0,5.0,18.0,4.64
H0483,Dr. HCP_0483,Cardiologist,B,West-1,West,19.0,18.63157894736842,67.0,2026-04-21,65.0,2346.0,4.0,9.0,3.42
H0484,Dr. HCP_0484,Pulmonologist,B,Central-1,Central,41.0,19.804878048780488,167.0,2026-04-19,132.0,5590.0,5.0,11.0,3.22
H0485,Dr. HCP_0485,Cardiologist,B,West-1,West,11.0,22.636363636363637,41.0,2026-04-13,37.0,1549.0,5.0,17.0,3.36
H0486,Dr. HCP_0486,Cardiologist,C,South-2,South,102.0,19.647058823529413,358.0,2026-04-29,163.0,6573.0,5.0,1.0,1.6
H0487,Dr. HCP_0487,General Physician,A,North-2,North,28.0,22.535714285714285,133.0,2026-04-24,112.0,4701.0,5.0,6.0,4.0
H0488,Dr. HCP_0488,Endocrinologist,B,South-1,South,26.0,24.807692307692307,125.0,2026-04-14,80.0,3037.0,5.0,16.0,3.08
H0489,Dr. HCP_0489,Oncologist,C,East-1,East,0.0,0.0,0.0,,0.0,0.0,0.0,,
H0490,Dr. HCP_0490,Oncologist,C,West-2,West,33.0,18.90909090909091,146.0,2026-04-12,63.0,2586.0,5.0,18.0,1.91
H0491,Dr. HCP_0491,Cardiologist,B,North-2,North,50.0,18.64,189.0,2026-04-25,138.0,5393.0,5.0,5.0,2.76
H0492,Dr. HCP_0492,Endocrinologist,B,South-2,South,62.0,21.306451612903224,234.0,2026-04-29,246.0,9753.0,5.0,1.0,3.97
H0493,Dr. HCP_0493,Pulmonologist,B,North-2,North,38.0,21.105263157894736,164.0,2026-03-22,151.0,6095.0,5.0,39.0,3.97
H0494,Dr. HCP_0494,Cardiologist,A,East-1,East,0.0,0.0,0.0,,1.0,22.0,1.0,,
H0495,Dr. HCP_0495,Oncologist,B,South-2,South,47.0,19.425531914893618,183.0,2026-04-27,151.0,6253.0,5.0,3.0,3.21
H0496,Dr. HCP_0496,Cardiologist,B,North-2,North,51.0,18.647058823529413,176.0,2026-04-17,229.0,9404.0,5.0,13.0,4.49
H0497,Dr. HCP_0497,Neurologist,B,Central-2,Central,12.0,20.666666666666668,42.0,2026-04-02,28.0,1147.0,4.0,28.0,2.33
H0498,Dr. HCP_0498,Neurologist,A,Central-1,Central,17.0,18.941176470588236,71.0,2026-04-30,114.0,4460.0,5.0,0.0,6.71
H0499,Dr. HCP_0499,Pulmonologist,C,South-1,South,52.0,19.576923076923077,182.0,2026-04-16,100.0,3984.0,5.0,14.0,1.92
H0500,Dr. HCP_0500,Neurologist,C,North-1,North,65.0,19.0,263.0,2026-04-29,55.0,2441.0,5.0,1.0,0.85
